PlotYear,DaysToAnthesis,DaysToSilking,ASI,Moisture,KernelDryWt,TestWeight,EarHeight,EarHt2,FlagHeight,FlagHeight2,RootLodging,StalkLodging,StandCount,StandCount2,AdjustedYield15.5,EarLeaf,TotalLeaves,LeafExpansionRate,R2LeafN,R2LeafS,R2LeafP,R2LeafK,R2LeafMg,R2LeafCa,R2LeafFe,R2LeafMn,R2LeafCu,R2LeafZn,GrainN,GrainS,GrainCu,GrainFe,GrainMn,GrainK,GrainZn,GrainMg,GrainP
7092_2023,64,69,-5,0.13,35.84,56.4,39,29,111,100,8,0,47,50,,,,,,,,,,,,,,,,,,,,,,,
7492_2023,85,87,-2,,,,53,67,131,150,1,8,38,48,,,,,,,,,,,,,,,,,,,,,,,
7033_2023,76,81,-5,0.16,29.98,58.3,63,63,149,143,3,0,55,55,,,,,,,,,,,,,,,,,,,,,,,
7399_2023,75,75,0,0.12,54.03,58.5,54,65,135,125,0,0,41,47,,,,,,,,,,,,,,,,,,,,,,,
7238_2023,74,76,-2,0.12,20.21,,65,47,133,131,0,0,59,61,,,,,,,,,,,,,,,,,,,,,,,
7405_2023,67,69,-2,0.14,52.84,59.6,50,43,133,129,0,0,55,57,,,,,,,,,,,,,,,,,,,,,,,
7208_2023,68,74,-6,,,,55,39,127,117,0,0,24,36,,,,,,,,,,,,,,,,,,,,,,,
7356_2023,78,82,-4,0.12,44.68,53.9,52,45,140,134,0,0,57,57,,,,,,,,,,,,,,,,,,,,,,,
7250_2023,78,85,-7,0.12,57.14,56.8,38,34,123,133,0,0,56,53,,,,,,,,,,,,,,,,,,,,,,,
7346_2023,66,72,-6,0.13,17.82,39.7,26,60,138,162,1,0,32,37,,,,,,,,,,,,,,,,,,,,,,,
7098_2023,67,74,-7,,,,27,35,80,86,0,1,44,47,,,,,,,,,,,,,,,,,,,,,,,
7407_2023,65,69,-4,0.16,27.77,55.3,25,30,70,91,,,53,54,,,,,,,,,,,,,,,,,,,,,,,
7076_2023,64,68,-4,0.13,36.3,55.4,26,21,78,82,0,0,45,44,,,,,,,,,,,,,,,,,,,,,,,
7530_2023,89,93,-4,0.12,19.84,,88,82,174,173,20,0,19,53,,,,,,,,,,,,,,,,,,,,,,,
7068_2023,81,92,-11,0.12,9.78,,50,55,137,137,0,0,54,56,,,,,,,,,,,,,,,,,,,,,,,
7412_2023,74,76,-2,0.12,55.15,52.3,44,32,137,126,1,2,39,41,,,,,,,,,,,,,,,,,,,,,,,
7106_2023,74,77,-3,0.12,34.03,51.1,40,29,115,108,0,0,38,42,,,,,,,,,,,,,,,,,,,,,,,
7419_2023,87,91,-4,0.14,38.02,62.2,72,77,148,149,1,0,33,38,,,,,,,,,,,,,,,,,,,,,,,
7164_2023,86,87,-1,0.14,16.44,,65,55,130,131,0,0,24,46,,,,,,,,,,,,,,,,,,,,,,,
7355_2023,82,85,-3,0.12,59.4,51.9,84,75,183,172,0,0,42,42,,,,,,,,,,,,,,,,,,,,,,,
7260_2023,86,91,-5,0.13,63.83,54.9,70,87,162,171,10,0,33,44,,,,,,,,,,,,,,,,,,,,,,,
7311_2023,72,73,-1,0.22,45.34,43.2,83,62,151,144,0,0,51,53,,,,,,,,,,,,,,,,,,,,,,,
7027_2023,72,74,-2,0.16,24.39,44.2,67,58,125,126,2,0,53,57,,,,,,,,,,,,,,,,,,,,,,,
7563_2023,76,76,0,0.13,34.2,49.1,46,47,136,115,0,0,17,40,,,,,,,,,,,,,,,,,,,,,,,
7170_2023,67,68,-1,0.14,35.72,53.8,32,33,100,105,0,0,53,53,,,,,,,,,,,,,,,,,,,,,,,
7366_2023,74,78,-4,,,,75,83,136,156,20,0,38,48,,,,,,,,,,,,,,,,,,,,,,,
7025_2023,71,74,-3,0.13,27.66,55.5,56,42,108,105,24,0,57,57,,,,,,,,,,,,,,,,,,,,,,,
7510_2023,78,83,-5,0.12,37.68,47.5,53,62,135,123,0,0,23,46,,,,,,,,,,,,,,,,,,,,,,,
7039_2023,64,68,-4,0.12,39.34,48.8,50,51,112,110,0,0,62,57,,,,,,,,,,,,,,,,,,,,,,,
7497_2023,74,76,-2,0.13,49.11,56.3,47,52,151,150,4,0,43,44,,,,,,,,,,,,,,,,,,,,,,,
7571_2023,84,89,-5,0.13,45.89,56.6,59,57,159,171,6,0,35,51,,,,,,,,,,,,,,,,,,,,,,,
7577_2023,74,76,-2,0.12,56.04,58.4,59,68,168,174,7,0,47,56,,,,,,,,,,,,,,,,,,,,,,,
7009_2023,72,73,-1,0.13,50.61,58.1,77,72,164,151,0,0,59,60,,,,,,,,,,,,,,,,,,,,,,,
7270_2023,74,77,-3,0.12,32.51,55.8,50,54,139,146,0,0,58,59,,,,,,,,,,,,,,,,,,,,,,,
7276_2023,71,74,-3,0.12,19.12,57.1,54,50,135,144,0,1,49,54,,,,,,,,,,,,,,,,,,,,,,,
7499_2023,77,86,-9,,,,68,66,151,154,0,4,29,48,,,,,,,,,,,,,,,,,,,,,,,
7180_2023,75,83,-8,0.14,72.55,57.5,67,53,164,150,1,0,37,47,,,,,,,,,,,,,,,,,,,,,,,
7568_2023,103,103,0,0.18,35.86,51.2,41,58,119,143,0,0,7,47,,,,,,,,,,,,,,,,,,,,,,,
7129_2023,79,84,-5,0.14,44.72,60.8,42,49,137,131,0,0,46,53,,,,,,,,,,,,,,,,,,,,,,,
7471_2023,71,74,-3,0.15,44.73,58,32,33,100,101,0,0,43,46,,,,,,,,,,,,,,,,,,,,,,,
7094_2023,75,76,-1,0.12,46.04,59.5,35,35,123,122,0,0,30,38,,,,,,,,,,,,,,,,,,,,,,,
7316_2023,81,84,-3,0.13,29.47,55.8,55,63,146,136,0,0,57,56,,,,,,,,,,,,,,,,,,,,,,,
7109_2023,83,87,-4,0.12,22.95,,50,68,118,143,9,0,49,52,,,,,,,,,,,,,,,,,,,,,,,
7564_2023,74,76,-2,0.12,52.27,58.8,35,33,114,110,0,0,37,58,,,,,,,,,,,,,,,,,,,,,,,
7108_2023,77,77,0,0.12,51.04,59.8,42,35,124,105,0,0,47,53,,,,,,,,,,,,,,,,,,,,,,,
7413_2023,75,76,-1,0.13,74.36,57.1,46,35,113,109,1,0,33,28,,,,,,,,,,,,,,,,,,,,,,,
7165_2023,84,89,-5,,,,39,39,98,100,0,0,13,24,,,,,,,,,,,,,,,,,,,,,,,
7464_2023,74,76,-2,0.12,47.73,54.4,45,50,134,126,4,0,54,56,,,,,,,,,,,,,,,,,,,,,,,
7235_2023,71,75,-4,0.11,38.54,56.2,41,40,129,127,9,0,55,58,,,,,,,,,,,,,,,,,,,,,,,
7420_2023,68,74,-6,0.12,47.79,53.1,43,45,134,140,6,0,45,51,,,,,,,,,,,,,,,,,,,,,,,
7142_2023,66,71,-5,0.14,38.56,52.3,50,54,142,126,4,0,55,53,,,,,,,,,,,,,,,,,,,,,,,
7333_2023,72,74,-2,0.16,49.81,55.1,38,53,135,130,0,0,48,46,,,,,,,,,,,,,,,,,,,,,,,
7091_2023,74,75,-1,0.13,45.1,57.3,35,51,100,129,0,0,42,41,,,,,,,,,,,,,,,,,,,,,,,
7302_2023,73,83,-10,0.16,67.8,54.8,69,75,210,203,1,0,52,50,,,,,,,,,,,,,,,,,,,,,,,
7211_2023,85,98,-13,0.12,14.95,,58,64,158,166,3,0,54,56,,,,,,,,,,,,,,,,,,,,,,,
7441_2023,85,88,-3,0.17,69.55,59.1,63,65,158,163,1,4,36,52,,,,,,,,,,,,,,,,,,,,,,,
7259_2023,80,83,-3,0.17,47.83,57,90,89,173,176,2,0,51,56,,,,,,,,,,,,,,,,,,,,,,,
7319_2023,62,67,-5,0.16,40.46,53.9,37,41,129,123,0,0,55,58,,,,,,,,,,,,,,,,,,,,,,,
7204_2023,65,69,-4,0.19,42.37,51.4,46,44,106,116,0,0,48,49,,,,,,,,,,,,,,,,,,,,,,,
7449_2023,74,75,-1,0.12,59.89,,41,37,133,128,0,0,50,56,,,,,,,,,,,,,,,,,,,,,,,
7209_2023,71,69,2,0.16,32.89,55.2,34,44,127,138,0,0,47,49,,,,,,,,,,,,,,,,,,,,,,,
7357_2023,77,80,-3,0.12,62.34,56.6,70,64,156,153,0,0,45,50,,,,,,,,,,,,,,,,,,,,,,,
7019_2023,77,82,-5,0.09,20.59,,61,70,135,132,0,0,57,59,,,,,,,,,,,,,,,,,,,,,,,
7329_2023,76,81,-5,0.13,52.09,53.6,44,40,141,141,0,0,55,58,,,,,,,,,,,,,,,,,,,,,,,
7083_2023,76,83,-7,0.13,35.99,55.9,30,50,140,139,0,0,45,54,,,,,,,,,,,,,,,,,,,,,,,
7432_2023,74,77,-3,0.12,50.61,59.5,49,33,136,131,0,0,36,43,,,,,,,,,,,,,,,,,,,,,,,
7061_2023,72,78,-6,,,,45,57,139,146,0,0,53,49,,,,,,,,,,,,,,,,,,,,,,,
7529_2023,94,100,-6,0.17,29.9,51.6,76,66,173,159,0,0,16,45,,,,,,,,,,,,,,,,,,,,,,,
7119_2023,89,94,-5,0.21,32.75,52.2,55,42,145,132,0,0,28,39,,,,,,,,,,,,,,,,,,,,,,,
7547_2023,62,68,-6,0.15,25.44,,63,67,135,132,0,0,33,43,,,,,,,,,,,,,,,,,,,,,,,
7183_2023,65,69,-4,0.15,22.25,49.2,54,43,112,109,0,0,47,57,,,,,,,,,,,,,,,,,,,,,,,
7388_2023,76,82,-6,0.12,41.06,53,42,60,141,150,0,0,31,39,,,,,,,,,,,,,,,,,,,,,,,
7182_2023,83,89,-6,,,,51,60,127,152,0,0,40,57,,,,,,,,,,,,,,,,,,,,,,,
7458_2023,88,92,-4,0.13,49.43,52.3,68,70,158,156,0,0,31,51,,,,,,,,,,,,,,,,,,,,,,,
7003_2023,83,85,-2,0.14,33.84,56.2,52,56,132,140,0,0,43,41,,,,,,,,,,,,,,,,,,,,,,,
7440_2023,87,90,-3,0.16,49.8,45.1,72,68,180,162,0,0,48,61,,,,,,,,,,,,,,,,,,,,,,,
7223_2023,86,90,-4,0.15,32.93,49.4,65,66,156,157,0,0,35,58,,,,,,,,,,,,,,,,,,,,,,,
7381_2023,70,74,-4,0.12,48.17,56.5,46,50,117,111,0,0,36,35,,,,,,,,,,,,,,,,,,,,,,,
7176_2023,67,70,-3,0.19,54.37,52.8,40,49,108,108,1,0,41,43,,,,,,,,,,,,,,,,,,,,,,,
7330_2023,82,82,0,0.12,,48.3,74,66,146,135,0,0,41,43,,,,,,,,,,,,,,,,,,,,,,,
7041_2023,78,79,-1,0.14,40.89,59.9,70,54,138,138,3,0,52,53,,,,,,,,,,,,,,,,,,,,,,,
7378_2023,80,84,-4,0.13,44.9,54.4,65,68,149,155,0,0,23,23,,,,,,,,,,,,,,,,,,,,,,,
7267_2023,80,87,-7,0.11,41.34,54.7,61,57,135,140,0,0,42,47,,,,,,,,,,,,,,,,,,,,,,,
7361_2023,88,92,-4,,,,73,72,170,171,7,0,45,51,,,,,,,,,,,,,,,,,,,,,,,
7169_2023,88,92,-4,,,,75,78,164,159,22,0,57,58,,,,,,,,,,,,,,,,,,,,,,,
7317_2023,72,77,-5,0.12,41.84,60.1,45,40,125,113,0,0,56,57,,,,,,,,,,,,,,,,,,,,,,,
7574_2023,74,78,-4,0.13,54.26,56.7,36,46,120,125,0,0,42,51,,,,,,,,,,,,,,,,,,,,,,,
7578_2023,84,88,-4,0.12,60.18,56.3,57,45,128,135,0,0,38,48,,,,,,,,,,,,,,,,,,,,,,,
7241_2023,72,76,-4,0.16,40.51,56.2,42,41,93,100,0,0,55,52,,,,,,,,,,,,,,,,,,,,,,,
7272_2023,72,76,-4,0.12,33.48,56.3,46,47,107,103,0,0,57,59,,,,,,,,,,,,,,,,,,,,,,,
7275_2023,73,77,-4,0.12,27.14,54.8,42,41,99,98,0,0,56,55,,,,,,,,,,,,,,,,,,,,,,,
7335_2023,85,85,0,0.12,70.99,56,68,72,179,180,0,0,41,43,,,,,,,,,,,,,,,,,,,,,,,
7122_2023,87,88,-1,0.12,35.37,51.8,66,70,165,157,0,0,31,38,,,,,,,,,,,,,,,,,,,,,,,
7495_2023,74,76,-2,,,,38,42,120,129,3,0,45,50,,,,,,,,,,,,,,,,,,,,,,,
7162_2023,74,74,0,,,,61,46,159,140,0,0,55,55,,,,,,,,,,,,,,,,,,,,,,,
7305_2023,62,65,-3,0.13,38.8,51.5,25,32,113,121,0,0,31,33,,,,,,,,,,,,,,,,,,,,,,,
7151_2023,64,67,-3,0.14,32.7,50,30,30,118,110,0,0,30,30,,,,,,,,,,,,,,,,,,,,,,,
7493_2023,76,82,-6,,,,42,51,117,134,5,0,34,43,,,,,,,,,,,,,,,,,,,,,,,
7196_2023,80,83,-3,0.12,21.37,42.6,42,54,128,129,4,0,37,48,,,,,,,,,,,,,,,,,,,,,,,
7301_2023,81,83,-2,0.12,29.69,51,62,65,164,168,0,0,50,53,,,,,,,,,,,,,,,,,,,,,,,
7216_2023,88,95,-7,0.13,6.47,,62,60,157,164,0,0,32,47,,,,,,,,,,,,,,,,,,,,,,,
7374_2023,77,79,-2,0.14,40.85,52.6,47,38,146,131,0,0,60,58,,,,,,,,,,,,,,,,,,,,,,,
7117_2023,94,99,-5,0.18,37.05,44.5,58,58,138,133,0,0,7,33,,,,,,,,,,,,,,,,,,,,,,,
7395_2023,77,83,-6,0.12,77.8,54.8,63,58,159,151,1,0,38,42,,,,,,,,,,,,,,,,,,,,,,,
7114_2023,81,86,-5,0.12,35.86,52.5,70,52,147,141,0,0,31,36,,,,,,,,,,,,,,,,,,,,,,,
7551_2023,74,77,-3,0.12,50.68,61.2,41,40,122,125,3,0,40,48,,,,,,,,,,,,,,,,,,,,,,,
7230_2023,64,66,-2,0.16,42.91,58,43,47,104,103,0,0,55,55,,,,,,,,,,,,,,,,,,,,,,,
7543_2023,84,88,-4,0.13,86.01,60.8,70,55,212,174,8,0,46,52,,,,,,,,,,,,,,,,,,,,,,,
7067_2023,77,81,-4,0.12,17.13,,58,64,188,175,14,0,52,53,,,,,,,,,,,,,,,,,,,,,,,
7532_2023,87,91,-4,0.13,44.13,53.5,52,53,136,136,0,0,11,44,,,,,,,,,,,,,,,,,,,,,,,
7140_2023,79,82,-3,0.14,37.99,51.8,54,50,125,130,0,0,56,57,,,,,,,,,,,,,,,,,,,,,,,
7389_2023,75,76,-1,0.13,52.14,54.4,61,56,132,132,1,0,11,38,,,,,,,,,,,,,,,,,,,,,,,
7261_2023,76,76,0,0.14,31.22,53.6,42,37,108,107,0,0,59,62,,,,,,,,,,,,,,,,,,,,,,,
7515_2023,76,76,0,0.13,43.89,59,56,74,135,159,0,0,29,49,,,,,,,,,,,,,,,,,,,,,,,
7174_2023,69,71,-2,0.14,36.86,58.4,34,59,124,132,0,0,48,50,,,,,,,,,,,,,,,,,,,,,,,
7507_2023,83,90,-7,0.12,52.24,47.1,52,43,150,140,1,0,35,44,,,,,,,,,,,,,,,,,,,,,,,
7239_2023,78,85,-7,0.11,23.37,,57,54,154,147,3,0,55,55,,,,,,,,,,,,,,,,,,,,,,,
7403_2023,70,74,-4,0.12,44.88,61.5,38,46,140,148,0,0,45,56,,,,,,,,,,,,,,,,,,,,,,,
7213_2023,69,77,-8,0.13,18.16,,44,49,152,147,1,0,46,58,,,,,,,,,,,,,,,,,,,,,,,
7556_2023,83,87,-4,0.12,49.89,57.1,65,58,164,162,0,0,31,50,,,,,,,,,,,,,,,,,,,,,,,
7222_2023,74,75,-1,0.15,27.55,56.2,70,54,159,145,0,0,49,55,,,,,,,,,,,,,,,,,,,,,,,
7542_2023,81,81,0,0.13,48.95,54.5,55,73,165,171,8,0,53,57,,,,,,,,,,,,,,,,,,,,,,,
7127_2023,81,85,-4,0.14,56.26,54.4,60,67,163,161,3,0,41,47,,,,,,,,,,,,,,,,,,,,,,,
7477_2023,77,81,-4,0.18,61.52,54.4,31,34,123,114,0,2,35,44,,,,,,,,,,,,,,,,,,,,,,,
7100_2023,85,90,-5,0.16,50.81,55.2,70,70,154,158,0,1,33,41,,,,,,,,,,,,,,,,,,,,,,,
7552_2023,86,89,-3,0.13,50.22,55.1,74,54,155,149,0,0,13,38,,,,,,,,,,,,,,,,,,,,,,,
7576_2023,78,85,-7,0.12,49.05,56.9,60,61,170,151,0,0,51,52,,,,,,,,,,,,,,,,,,,,,,,
7581_2023,76,83,-7,0.12,49.53,57.8,47,51,158,167,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,
7038_2023,73,79,-6,0.13,26.16,47.9,52,58,144,134,0,0,53,57,,,,,,,,,,,,,,,,,,,,,,,
7280_2023,74,80,-6,0.12,27.84,56.1,43,48,130,136,0,0,43,44,,,,,,,,,,,,,,,,,,,,,,,
7283_2023,81,84,-3,0.12,26.48,48,37,45,132,136,0,0,,54,,,,,,,,,,,,,,,,,,,,,,,
7522_2023,90,93,-3,0.23,53.88,43.4,112,98,191,183,3,0,21,39,,,,,,,,,,,,,,,,,,,,,,,
7248_2023,83,86,-3,0.24,79.55,45.2,87,87,168,170,2,0,39,39,,,,,,,,,,,,,,,,,,,,,,,
7390_2023,83,83,0,0.11,28.96,54.6,85,63,142,141,7,0,17,44,,,,,,,,,,,,,,,,,,,,,,,
7081_2023,75,76,-1,0.19,27.55,54.8,56,60,130,127,0,0,51,57,,,,,,,,,,,,,,,,,,,,,,,
7525_2023,82,83,-1,0.12,54.14,51.7,69,70,154,142,3,1,28,50,,,,,,,,,,,,,,,,,,,,,,,
7257_2023,78,80,-2,0.11,44.29,50,68,71,142,152,2,0,52,58,,,,,,,,,,,,,,,,,,,,,,,
7344_2023,81,85,-4,0.11,38.36,54,69,58,154,126,0,0,49,51,,,,,,,,,,,,,,,,,,,,,,,
7015_2023,83,85,-2,0.13,22.86,48.1,69,77,142,143,0,0,55,53,,,,,,,,,,,,,,,,,,,,,,,
7368_2023,82,88,-6,0.12,39.82,58.6,69,59,160,156,0,0,34,47,,,,,,,,,,,,,,,,,,,,,,,
7096_2023,88,94,-6,0.14,28.32,56.6,48,40,133,145,1,0,26,36,,,,,,,,,,,,,,,,,,,,,,,
7463_2023,81,84,-3,0.2,51.21,54.4,60,64,136,134,5,0,46,52,,,,,,,,,,,,,,,,,,,,,,,
7020_2023,77,82,-5,0.19,33.22,54.9,56,57,125,125,0,0,40,54,,,,,,,,,,,,,,,,,,,,,,,
7474_2023,86,90,-4,0.22,24.79,48.4,59,82,154,147,7,0,39,48,,,,,,,,,,,,,,,,,,,,,,,
7082_2023,89,94,-5,0.21,40.6,51,58,64,154,156,9,0,33,39,,,,,,,,,,,,,,,,,,,,,,,
7393_2023,74,77,-3,,,,41,46,120,113,5,0,32,44,,,,,,,,,,,,,,,,,,,,,,,
7149_2023,68,74,-6,0.12,31.35,59.8,48,34,119,106,1,0,24,35,,,,,,,,,,,,,,,,,,,,,,,
7450_2023,77,84,-7,0.13,29.66,51.9,76,83,149,153,8,0,32,61,,,,,,,,,,,,,,,,,,,,,,,
7159_2023,77,81,-4,0.16,39.77,53,83,75,165,146,3,0,34,50,,,,,,,,,,,,,,,,,,,,,,,
7524_2023,100,104,-4,0.23,13.79,,57,40,158,142,0,0,9,35,,,,,,,,,,,,,,,,,,,,,,,
7065_2023,85,88,-3,0.18,47.78,52.5,46,46,137,148,0,0,18,20,,,,,,,,,,,,,,,,,,,,,,,
7306_2023,77,83,-6,0.13,56.8,57.2,55,72,147,146,0,1,55,54,,,,,,,,,,,,,,,,,,,,,,,
7186_2023,83,88,-5,,,,59,71,154,156,9,0,40,53,,,,,,,,,,,,,,,,,,,,,,,
7535_2023,82,83,-1,0.12,41.65,52.8,63,49,154,151,4,0,48,54,,,,,,,,,,,,,,,,,,,,,,,
7005_2023,74,79,-5,0.13,30.17,48.2,60,53,160,152,0,0,63,62,,,,,,,,,,,,,,,,,,,,,,,
7483_2023,92,95,-3,,,,92,82,177,168,14,0,12,44,,,,,,,,,,,,,,,,,,,,,,,
7087_2023,85,89,-4,0.14,63.75,58.2,52,65,142,149,6,0,29,37,,,,,,,,,,,,,,,,,,,,,,,
7469_2023,77,86,-9,,,,43,53,127,131,0,0,37,55,,,,,,,,,,,,,,,,,,,,,,,
7104_2023,77,87,-10,0.13,44.12,58,45,46,130,133,0,0,47,49,,,,,,,,,,,,,,,,,,,,,,,
7559_2023,76,76,0,0.12,36.12,56.8,44,39,109,103,0,0,13,34,,,,,,,,,,,,,,,,,,,,,,,
7225_2023,64,68,-4,0.12,13.38,,21,24,66,65,,,31,41,,,,,,,,,,,,,,,,,,,,,,,
7436_2023,89,89,0,0.14,27.97,52,56,52,142,133,0,0,14,36,,,,,,,,,,,,,,,,,,,,,,,
7210_2023,74,87,-13,,,,37,44,106,100,0,0,40,44,,,,,,,,,,,,,,,,,,,,,,,
7400_2023,75,77,-2,0.11,17.69,,40,34,117,107,8,6,41,56,,,,,,,,,,,,,,,,,,,,,,,
7078_2023,72,85,-13,0.13,28.12,51.4,51,31,130,115,1,6,47,50,,,,,,,,,,,,,,,,,,,,,,,
7310_2023,69,73,-4,0.12,33.89,62.1,62,58,128,137,0,0,47,55,,,,,,,,,,,,,,,,,,,,,,,
7191_2023,74,81,-7,0.14,24.85,,47,56,108,102,6,0,53,53,,,,,,,,,,,,,,,,,,,,,,,
7572_2023,72,76,-4,0.12,50.37,62.8,43,50,108,135,18,0,39,54,,,,,,,,,,,,,,,,,,,,,,,
7052_2023,68,74,-6,0.14,29.93,57.6,55,55,125,130,2,0,54,54,,,,,,,,,,,,,,,,,,,,,,,
7398_2023,66,74,-8,0.13,28.31,57.6,41,61,149,151,16,0,52,60,,,,,,,,,,,,,,,,,,,,,,,
7264_2023,66,74,-8,0.17,26.62,57.5,41,47,131,140,4,0,40,57,,,,,,,,,,,,,,,,,,,,,,,
7434_2023,70,74,-4,0.13,8.16,,19,28,80,81,8,0,46,53,,,,,,,,,,,,,,,,,,,,,,,
7063_2023,65,71,-6,0.13,8.48,,38,35,78,80,2,0,48,48,,,,,,,,,,,,,,,,,,,,,,,
7468_2023,82,88,-6,0.13,26.12,53,50,53,162,158,0,0,47,50,,,,,,,,,,,,,,,,,,,,,,,
7115_2023,84,86,-2,0.11,47.32,56.6,50,60,160,188,1,0,36,45,,,,,,,,,,,,,,,,,,,,,,,
7498_2023,80,86,-6,,,,73,71,158,159,6,0,51,56,,,,,,,,,,,,,,,,,,,,,,,
7262_2023,79,84,-5,0.12,33.8,54,75,81,153,166,2,0,55,60,,,,,,,,,,,,,,,,,,,,,,,
7347_2023,80,84,-4,0.13,59.4,59.9,58,54,156,146,0,0,55,56,,,,,,,,,,,,,,,,,,,,,,,
7185_2023,78,83,-5,,,,76,60,165,156,0,0,52,57,,,,,,,,,,,,,,,,,,,,,,,
7490_2023,90,94,-4,,,,70,66,134,139,2,0,19,36,,,,,,,,,,,,,,,,,,,,,,,
7172_2023,77,85,-8,0.12,22.86,48,65,66,142,144,0,0,47,47,,,,,,,,,,,,,,,,,,,,,,,
7548_2023,86,89,-3,0.18,72.72,53.7,73,79,166,172,0,0,23,55,,,,,,,,,,,,,,,,,,,,,,,
7021_2023,81,84,-3,0.13,21.79,,70,77,153,157,0,0,47,56,,,,,,,,,,,,,,,,,,,,,,,
7415_2023,84,87,-3,0.13,42.04,58.6,32,33,98,100,0,0,42,44,,,,,,,,,,,,,,,,,,,,,,,
7274_2023,87,90,-3,0.15,33.8,45.5,29,40,94,95,0,0,41,47,,,,,,,,,,,,,,,,,,,,,,,
7409_2023,81,83,-2,0.13,41.57,64.1,76,70,148,147,0,0,53,56,,,,,,,,,,,,,,,,,,,,,,,
7177_2023,76,82,-6,0.12,31.77,62.8,70,70,153,138,2,0,46,55,,,,,,,,,,,,,,,,,,,,,,,
7354_2023,67,74,-7,0.27,56.75,45.1,59,58,135,132,8,0,49,57,,,,,,,,,,,,,,,,,,,,,,,
7195_2023,71,74,-3,0.2,36.35,48.3,60,49,146,125,8,0,46,59,,,,,,,,,,,,,,,,,,,,,,,
7554_2023,92,95,-3,0.22,29.56,45.7,76,69,135,128,20,0,9,39,,,,,,,,,,,,,,,,,,,,,,,
7004_2023,73,77,-4,0.15,30.36,57.6,64,69,116,113,5,0,46,45,,,,,,,,,,,,,,,,,,,,,,,
7397_2023,77,82,-5,0.13,40.02,56.4,51,46,115,114,0,0,47,53,,,,,,,,,,,,,,,,,,,,,,,
7112_2023,84,85,-1,0.12,37.32,58.9,49,40,114,115,0,0,34,42,,,,,,,,,,,,,,,,,,,,,,,
7337_2023,64,67,-3,0.13,38.35,54.3,32,29,96,103,,,53,51,,,,,,,,,,,,,,,,,,,,,,,
7133_2023,66,69,-3,0.12,33.5,53.7,36,28,114,94,0,0,47,48,,,,,,,,,,,,,,,,,,,,,,,
7513_2023,93,94,-1,0.12,40.91,48.8,45,43,112,122,0,0,9,37,,,,,,,,,,,,,,,,,,,,,,,
7131_2023,81,86,-5,0.12,36.62,54.5,30,36,110,110,0,0,31,31,,,,,,,,,,,,,,,,,,,,,,,
8354_2023,84,90,-6,,,,90,82,198,138,,,2,6,,,,,,,,,,,,,,,,,,,,,,,
8430_2023,84,85,-1,,,,94,,197,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,
8510_2023,93,93,0,,,,90,,194,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,
8069_2023,71,75,-4,,,,70,95,186,209,,,5,6,,,,,,,,,,,,,,,,,,,,,,,
8115_2023,78,82,-4,,,,58,76,170,170,,,1,3,,,,,,,,,,,,,,,,,,,,,,,
8217_2023,74,75,-1,,,,89,112,182,209,,,2,7,,,,,,,,,,,,,,,,,,,,,,,
8403_2023,90,91,-1,,,,124,120,220,223,,,1,7,,,,,,,,,,,,,,,,,,,,,,,
8449_2023,77,77,0,,,,76,106,168,195,,,1,2,,,,,,,,,,,,,,,,,,,,,,,
8551_2023,89,91,-2,,,,110,115,211,216,,,0,7,,,,,,,,,,,,,,,,,,,,,,,
8063_2023,67,69,-2,,,,61,66,167,175,,,3,3,,,,,,,,,,,,,,,,,,,,,,,
8178_2023,89,93,-4,,,,80,95,185,192,,,1,5,,,,,,,,,,,,,,,,,,,,,,,
8221_2023,92,92,0,,,,108,80,203,175,,,2,10,,,,,,,,,,,,,,,,,,,,,,,
8344_2023,71,74,-3,,,,110,110,204,199,,,25,31,,,,,,,,,,,,,,,,,,,,,,,
8441_2023,76,77,-1,,,,72,77,200,190,,,32,36,,,,,,,,,,,,,,,,,,,,,,,
8557_2023,79,81,-2,,,,120,104,209,187,,,10,31,,,,,,,,,,,,,,,,,,,,,,,
8100_2023,73,75,-2,,,,76,77,180,178,,,31,35,,,,,,,,,,,,,,,,,,,,,,,
8126_2023,76,76,0,,,,86,82,198,182,,,13,21,,,,,,,,,,,,,,,,,,,,,,,
8220_2023,86,89,-3,,,,115,114,204,208,,,11,26,,,,,,,,,,,,,,,,,,,,,,,
8314_2023,77,77,0,,,,112,80,206,204,,,6,9,,,,,,,,,,,,,,,,,,,,,,,
8016_2023,73,73,0,,,,82,70,171,180,,,7,11,,,,,,,,,,,,,,,,,,,,,,,
8337_2023,68,72,-4,,,,100,103,204,200,,,40,50,,,,,,,,,,,,,,,,,,,,,,,
8445_2023,71,76,-5,,,,124,130,226,221,,,29,56,,,,,,,,,,,,,,,,,,,,,,,
8540_2023,77,76,1,,,,90,90,175,175,,,26,38,,,,,,,,,,,,,,,,,,,,,,,
8051_2023,67,70,-3,,,,99,87,194,196,,,42,54,,,,,,,,,,,,,,,,,,,,,,,
8180_2023,87,90,-3,,,,85,100,187,192,,,10,45,,,,,,,,,,,,,,,,,,,,,,,
8218_2023,74,76,-2,,,,95,104,194,203,,,35,53,,,,,,,,,,,,,,,,,,,,,,,
8330_2023,74,75,-1,,,,83,75,179,194,,,13,16,,,,,,,,,,,,,,,,,,,,,,,
