PlotYear,DaysToAnthesis,DaysToSilking,ASI,Moisture,KernelDryWt,TestWeight,EarHeight,EarHt2,FlagHeight,FlagHeight2,RootLodging,StalkLodging,StandCount,StandCount2,AdjustedYield15.5,EarLeaf,TotalLeaves,LeafExpansionRate,R2LeafN,R2LeafS,R2LeafP,R2LeafK,R2LeafMg,R2LeafCa,R2LeafFe,R2LeafMn,R2LeafCu,R2LeafZn,GrainN,GrainS,GrainCu,GrainFe,GrainMn,GrainK,GrainZn,GrainMg,GrainP
7088_2022,72,73,-1,0.137,80.4855375,59.2,74,69,186,191,0,0,82,,,,,,,,,,,,,,,,,,,,,,,,
7395_2022,73,74,-1,0.133,56.983575,56.4,60,54,171,172,0,0,77,,,,,,,,,,,,,,,,,,,,,,,,
7234_2022,65,69,-4,0.085,62.9405625,57.9,54,48,150,133,0,0,86,,,,,,,,,,,,,,,,,,,,,,,,
7475_2022,65,69,-4,0.151,35.679225,55.5,45,50,125,116,0,0,81,,,,,,,,,,,,,,,,,,,,,,,,
7266_2022,61,72,-11,0.093,58.524175,57.2,52,47,141,138,0,0,77,,,,,,,,,,,,,,,,,,,,,,,,
7567_2022,72,72,0,0.114,73.992075,56.7,43,51,141,136,0,0,73,,,,,,,,,,,,,,,,,,,,,,,,
7222_2022,67,70,-3,0.195,80.94275,54,55,45,148,141,0,0,78,,,,,,,,,,,,,,,,,,,,,,,,
7498_2022,70,72,-2,0.081,33.12995,,40,39,118,127,0,0,65,,,,,,,,,,,,,,,,,,,,,,,,
7199_2022,72,74,-2,0.074,65.780725,58.8,56,45,150,141,0,0,81,,,,,,,,,,,,,,,,,,,,,,,,
7528_2022,75,76,-1,0.118,59.42475,54.3,44,38,129,120,0,0,79,,,,,,,,,,,,,,,,,,,,,,,,
7044_2022,74,74,0,0.111,56.384825,59.6,60,50,132,133,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,
7352_2022,76,82,-6,0.099,49.8140375,58.8,50,58,130,130,0,0,83,,,,,,,,,,,,,,,,,,,,,,,,
7262_2022,66,69,-3,0.166,61.8411,55.3,46,52,144,148,0,0,50,,,,,,,,,,,,,,,,,,,,,,,,
7455_2022,65,66,-1,0.14,60.33975,57.1,48,42,138,146,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,
7123_2022,65,69,-4,0.168,67.7352,55.1,80,69,190,182,0,0,81,,,,,,,,,,,,,,,,,,,,,,,,
7449_2022,69,71,-2,0.124,59.0424,56.7,74,75,179,181,0,0,77,,,,,,,,,,,,,,,,,,,,,,,,
7273_2022,65,65,0,0.18,42.87575,49,53,49,138,136,0,0,81,,,,,,,,,,,,,,,,,,,,,,,,
7477_2022,65,69,-4,0.076,37.1679,,45,47,131,134,0,0,80,,,,,,,,,,,,,,,,,,,,,,,,
7246_2022,65,64,1,0.141,53.8270875,57.7,50,53,143,133,0,0,87,,,,,,,,,,,,,,,,,,,,,,,,
7429_2022,69,69,0,0.12,42.471,59.1,57,47,132,127,0,0,80,,,,,,,,,,,,,,,,,,,,,,,,
7107_2022,72,74,-2,0.121,60.3103875,57.7,103,98,196,193,0,0,68,,,,,,,,,,,,,,,,,,,,,,,,
7338_2022,76,80,-4,0.103,32.16385714,,101,92,187,177,0,0,76,,,,,,,,,,,,,,,,,,,,,,,,
7231_2022,70,72,-2,0.083,48.578075,55.1,100,82,175,163,0,0,82,,,,,,,,,,,,,,,,,,,,,,,,
7530_2022,74,74,0,0.138,45.933825,53.9,71,73,158,160,0,1,50,,,,,,,,,,,,,,,,,,,,,,,,
7171_2022,71,74,-3,0.11,56.75975,58.2,66,61,152,170,0,0,79,,,,,,,,,,,,,,,,,,,,,,,,
7572_2022,72,74,-2,0.133,59.2052625,57,54,53,195,152,0,0,59,,,,,,,,,,,,,,,,,,,,,,,,
7184_2022,64,65,-1,0.122,64.95005,55.8,65,70,158,165,0,0,88,,,,,,,,,,,,,,,,,,,,,,,,
7525_2022,67,69,-2,0.133,50.4594,52.6,47,55,119,129,0,0,65,,,,,,,,,,,,,,,,,,,,,,,,
7076_2022,63,67,-4,0.115,65.689125,62,57,54,141,153,0,0,78,,,,,,,,,,,,,,,,,,,,,,,,
7389_2022,67,69,-2,0.143,44.6818375,59.5,40,35,120,116,0,0,87,,,,,,,,,,,,,,,,,,,,,,,,
7033_2022,64,65,-1,0.131,59.8849625,53.6,33,44,113,117,0,0,80,,,,,,,,,,,,,,,,,,,,,,,,
7401_2022,65,67,-2,0.166,39.0729,50.8,30,32,99,109,0,0,84,,,,,,,,,,,,,,,,,,,,,,,,
7250_2022,59,61,-2,0.123,62.639725,59.5,59,65,138,136,0,0,80,,,,,,,,,,,,,,,,,,,,,,,,
7566_2022,61,62,-1,0.138,57.8402,59.7,52,57,141,130,0,0,81,,,,,,,,,,,,,,,,,,,,,,,,
7132_2022,64,69,-5,0.138,50.933425,51,28,32,103,106,0,0,84,,,,,,,,,,,,,,,,,,,,,,,,
7503_2022,64,69,-5,0.149,24.4130625,,25,30,104,105,0,0,86,,,,,,,,,,,,,,,,,,,,,,,,
7247_2022,69,69,0,0.176,66.5483,55.3,63,77,176,178,0,0,81,,,,,,,,,,,,,,,,,,,,,,,,
7509_2022,74,74,0,0.161,40.3454125,57.1,72,63,167,163,0,0,78,,,,,,,,,,,,,,,,,,,,,,,,
7019_2022,65,65,0,0.131,42.6570375,55.6,49,46,113,100,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,
7329_2022,62,65,-3,0.121,45.7959,55.3,56,56,129,132,0,0,82,,,,,,,,,,,,,,,,,,,,,,,,
7001_2022,61,64,-3,0.142,41.8704,54.3,49,53,112,103,0,0,86,,,,,,,,,,,,,,,,,,,,,,,,
7369_2022,62,65,-3,0.136,41.7204,50.9,50,41,116,112,0,0,83,,,,,,,,,,,,,,,,,,,,,,,,
7057_2022,59,61,-2,0.126,42.76045,57.4,42,38,113,110,0,0,79,,,,,,,,,,,,,,,,,,,,,,,,
7312_2022,56,58,-2,0.122,41.430625,58.8,50,51,121,119,0,0,89,,,,,,,,,,,,,,,,,,,,,,,,
7183_2022,61,64,-3,0.08,85.215,60.3,74,75,182,178,2,0,83,,,,,,,,,,,,,,,,,,,,,,,,
7560_2022,62,65,-3,0.143,46.6957875,55.3,61,51,142,143,0,1,80,,,,,,,,,,,,,,,,,,,,,,,,
7147_2022,79,83,-4,0.053,32.3992375,,84,91,173,187,0,0,84,,,,,,,,,,,,,,,,,,,,,,,,
7481_2022,81,88,-7,0.093,12.02422857,,74,85,150,151,0,0,80,,,,,,,,,,,,,,,,,,,,,,,,
7137_2022,68,70,-2,0.145,59.0805,51.6,50,60,143,144,0,1,88,,,,,,,,,,,,,,,,,,,,,,,,
7464_2022,67,69,-2,0.114,36.87975,53,39,46,117,116,0,0,80,,,,,,,,,,,,,,,,,,,,,,,,
7153_2022,67,69,-2,0.125,84.4484375,58.6,56,58,164,165,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,
7564_2022,70,74,-4,0.173,51.873575,54.9,47,44,139,142,0,0,86,,,,,,,,,,,,,,,,,,,,,,,,
7214_2022,79,84,-5,0.118,36.6912,,87,95,163,165,0,0,82,,,,,,,,,,,,,,,,,,,,,,,,
7414_2022,87,88,-1,0.1,20.89285714,,86,90,136,180,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,
7200_2022,67,72,-5,0.078,80.502125,58.9,79,78,173,175,0,0,84,,,,,,,,,,,,,,,,,,,,,,,,
7518_2022,65,72,-7,0.17,47.57975,50.5,72,65,161,147,0,0,87,,,,,,,,,,,,,,,,,,,,,,,,
7023_2022,73,80,-7,0.221,22.76905714,39.6,116,107,208,191,3,1,80,,,,,,,,,,,,,,,,,,,,,,,,
7339_2022,77,82,-5,0.11,24.93271429,,105,110,179,190,20,1,85,,,,,,,,,,,,,,,,,,,,,,,,
7141_2022,77,84,-7,,53,,100,91,183,159,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,
7483_2022,77,97,-20,,38,,99,84,157,157,0,0,78,,,,,,,,,,,,,,,,,,,,,,,,
7163_2022,79,83,-4,0.09,26.970125,,106,111,177,192,0,0,79,,,,,,,,,,,,,,,,,,,,,,,,
7467_2022,80,86,-6,0.096,21.5039,,89,100,166,178,0,0,78,,,,,,,,,,,,,,,,,,,,,,,,
7125_2022,74,83,-9,0.119,10.373775,,74,68,191,170,0,0,77,,,,,,,,,,,,,,,,,,,,,,,,
7423_2022,77,83,-6,0.064,10.0035,,65,62,180,158,0,0,75,,,,,,,,,,,,,,,,,,,,,,,,
7078_2022,76,52,-6,0.116,33.1942,52.7,96,110,199,213,0,0,84,,,,,,,,,,,,,,,,,,,,,,,,
7334_2022,76,86,-10,0.074,13.40385,,94,95,187,183,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,
7175_2022,76,76,0,0.083,52.0741375,57.3,93,94,170,178,0,0,81,,,,,,,,,,,,,,,,,,,,,,,,
7553_2022,74,76,-2,0.081,42.434825,56.3,92,92,163,168,0,2,85,,,,,,,,,,,,,,,,,,,,,,,,
7070_2022,75,78,-3,0.143,50.9379375,55.1,113,123,198,213,19,0,81,,,,,,,,,,,,,,,,,,,,,,,,
7328_2022,77,82,-5,0.139,16.3467,,104,119,197,188,4,0,85,,,,,,,,,,,,,,,,,,,,,,,,
7219_2022,68,71,-3,0.069,60.3022,56.8,61,61,161,166,0,3,84,,,,,,,,,,,,,,,,,,,,,,,,
7458_2022,69,69,0,0.132,40.2752,54,48,43,145,145,0,1,81,,,,,,,,,,,,,,,,,,,,,,,,
7061_2022,63,67,-4,0.108,51.54645,55.4,49,55,108,121,2,0,83,,,,,,,,,,,,,,,,,,,,,,,,
7304_2022,61,65,-4,0.136,36.2232,56.4,51,57,127,118,1,0,87,,,,,,,,,,,,,,,,,,,,,,,,
7052_2022,72,75,-3,0.091,60.2326125,58.9,55,50,136,127,0,0,82,,,,,,,,,,,,,,,,,,,,,,,,
7351_2022,74,78,-4,0.101,40.1291125,,65,60,132,138,0,0,84,,,,,,,,,,,,,,,,,,,,,,,,
7241_2022,67,72,-5,0.145,57.520125,58,55,65,179,172,0,0,84,,,,,,,,,,,,,,,,,,,,,,,,
7416_2022,71,76,-5,0.16,37.4745,56.2,50,55,166,161,0,0,82,,,,,,,,,,,,,,,,,,,,,,,,
7253_2022,65,69,-4,0.127,51.266925,54.8,55,42,145,117,0,0,70,,,,,,,,,,,,,,,,,,,,,,,,
7470_2022,67,74,-7,0.102,47.021525,56.1,47,30,129,112,0,0,64,,,,,,,,,,,,,,,,,,,,,,,,
7093_2022,74,74,0,0.088,53.3292,59.8,77,61,164,155,0,0,71,,,,,,,,,,,,,,,,,,,,,,,,
7305_2022,77,80,-3,0.185,34.698625,53.1,67,68,146,144,0,0,77,,,,,,,,,,,,,,,,,,,,,,,,
7114_2022,64,67,-3,0.098,79.928475,64,67,75,170,180,0,0,83,,,,,,,,,,,,,,,,,,,,,,,,
7485_2022,64,69,-5,0.104,44.632,,55,48,146,141,0,0,80,,,,,,,,,,,,,,,,,,,,,,,,
7196_2022,67,72,-5,0.066,56.8339,61.4,95,104,186,186,0,1,82,,,,,,,,,,,,,,,,,,,,,,,,
7426_2022,72,78,-6,0.118,33.0309,,91,75,167,169,0,0,83,,,,,,,,,,,,,,,,,,,,,,,,
7094_2022,65,71,-6,0.141,52.678175,54.8,60,55,154,138,0,0,82,,,,,,,,,,,,,,,,,,,,,,,,
7356_2022,67,76,-9,0.247,37.7253,47.4,50,50,133,132,0,2,77,,,,,,,,,,,,,,,,,,,,,,,,
7261_2022,76,88,-12,,53,,130,95,203,199,6,0,87,,,,,,,,,,,,,,,,,,,,,,,,
7569_2022,81,90,-9,,38,,119,102,204,195,2,0,84,,,,,,,,,,,,,,,,,,,,,,,,
7104_2022,77,79,-2,0.124,24.5718,,68,77,150,143,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,
7323_2022,76,76,0,0.165,25.32435714,,66,63,121,129,0,0,86,,,,,,,,,,,,,,,,,,,,,,,,
7032_2022,76,78,-2,0.147,64.7427,54.7,65,69,135,120,0,0,43,,,,,,,,,,,,,,,,,,,,,,,,
7377_2022,79,86,-7,0.107,47.8536375,54.3,50,68,126,138,0,0,47,,,,,,,,,,,,,,,,,,,,,,,,
7016_2022,81,83,-2,0.074,19.1219,,67,59,125,127,0,0,73,,,,,,,,,,,,,,,,,,,,,,,,
7407_2022,83,83,0,0.079,21.8852625,,71,62,131,132,0,0,83,,,,,,,,,,,,,,,,,,,,,,,,
7272_2022,69,74,-5,0.105,54.348875,59.3,70,74,182,195,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,
7460_2022,73,76,-3,0.11,38.6705,56.1,72,73,176,186,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,
7138_2022,72,76,-4,0.069,74.5847375,60.2,77,104,181,206,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,
7491_2022,72,76,-4,0.063,63.3997625,60.2,106,98,202,195,0,0,86,,,,,,,,,,,,,,,,,,,,,,,,
7242_2022,73,76,-3,0.085,33.71775,52.2,63,73,162,164,0,0,80,,,,,,,,,,,,,,,,,,,,,,,,
7512_2022,76,78,-2,0.054,24.063875,,63,65,129,135,0,0,82,,,,,,,,,,,,,,,,,,,,,,,,
7066_2022,71,74,-3,0.094,43.589925,61.5,60,57,170,167,0,0,81,,,,,,,,,,,,,,,,,,,,,,,,
7333_2022,73,78,-5,0.134,27.051675,,54,69,163,160,0,0,76,,,,,,,,,,,,,,,,,,,,,,,,
7176_2022,72,76,-4,0.076,61.1226,59.5,95,91,172,181,0,0,87,,,,,,,,,,,,,,,,,,,,,,,,
7472_2022,74,76,-2,0.097,29.48295,,75,76,169,155,0,0,82,,,,,,,,,,,,,,,,,,,,,,,,
7116_2022,84,87,-3,0.081,27.6733875,,118,112,186,193,0,0,83,,,,,,,,,,,,,,,,,,,,,,,,
7444_2022,86,90,-4,0.05,14.46375,,87,81,148,141,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,
7259_2022,69,69,0,0.112,47.841,59.6,75,78,162,165,0,0,86,,,,,,,,,,,,,,,,,,,,,,,,
7427_2022,73,76,-3,0.092,37.60255,60.3,57,68,150,157,0,0,83,,,,,,,,,,,,,,,,,,,,,,,,
7146_2022,76,79,-3,0.06,46.3185,61.5,71,83,170,172,0,0,77,,,,,,,,,,,,,,,,,,,,,,,,
7526_2022,76,78,-2,0.148,24.8358,,72,73,119,147,0,0,64,,,,,,,,,,,,,,,,,,,,,,,,
7189_2022,76,76,0,0.085,46.916625,,80,93,176,172,0,0,80,,,,,,,,,,,,,,,,,,,,,,,,
7544_2022,74,76,-2,0.178,33.034125,,68,65,153,148,0,0,76,,,,,,,,,,,,,,,,,,,,,,,,
7069_2022,54,57,-3,0.151,26.085525,45.4,39,40,90,101,0,0,71,,,,,,,,,,,,,,,,,,,,,,,,
7346_2022,54,58,-4,0.091,22.247775,,35,30,96,97,0,24,74,,,,,,,,,,,,,,,,,,,,,,,,
7036_2022,83,84,-1,0.118,46.249875,56.5,34,38,100,83,0,31,63,,,,,,,,,,,,,,,,,,,,,,,,
7327_2022,53,55,-2,0.105,25.418,,44,36,97,94,0,0,66,,,,,,,,,,,,,,,,,,,,,,,,
7062_2022,58,61,-3,0.144,39.75508571,54.4,45,43,117,113,3,0,83,,,,,,,,,,,,,,,,,,,,,,,,
7354_2022,53,58,-5,0.13,40.291875,56,51,58,105,125,1,52,82,,,,,,,,,,,,,,,,,,,,,,,,
7213_2022,58,61,-3,0.122,49.639925,56.1,47,40,129,131,0,18,70,,,,,,,,,,,,,,,,,,,,,,,,
7550_2022,59,64,-5,0.132,43.36745,55.9,35,39,113,116,0,6,67,,,,,,,,,,,,,,,,,,,,,,,,
7041_2022,67,69,-2,0.17,61.803875,57.1,86,80,187,167,0,0,80,,,,,,,,,,,,,,,,,,,,,,,,
7406_2022,67,70,-3,0.152,39.67226667,53.1,57,61,145,152,1,0,85,,,,,,,,,,,,,,,,,,,,,,,,
7210_2022,68,72,-4,0.095,25.6680625,,74,56,148,132,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,
7549_2022,70,74,-4,0.171,20.621375,38.3,52,45,117,121,0,0,79,,,,,,,,,,,,,,,,,,,,,,,,
7068_2022,61,61,0,0.101,62.8063875,61.2,58,58,159,140,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,
7322_2022,61,62,-1,0.129,44.9980375,59,65,54,145,139,0,0,86,,,,,,,,,,,,,,,,,,,,,,,,
7134_2022,71,74,-3,0.075,50.5165625,56.2,31,40,144,136,0,0,77,,,,,,,,,,,,,,,,,,,,,,,,
7432_2022,76,79,-3,0.124,23.7396,,30,54,130,133,0,0,79,,,,,,,,,,,,,,,,,,,,,,,,
7124_2022,60,62,-2,0.145,21.1185,,54,50,133,128,0,60,88,,,,,,,,,,,,,,,,,,,,,,,,
7541_2022,61,65,-4,0.173,22.845875,41.8,35,40,132,124,0,42,86,,,,,,,,,,,,,,,,,,,,,,,,
7157_2022,60,62,-2,0.118,55.629,57.8,65,52,139,130,0,0,84,,,,,,,,,,,,,,,,,,,,,,,,
7466_2022,61,64,-3,0.126,43.4378,57.1,28,39,92,97,0,4,82,,,,,,,,,,,,,,,,,,,,,,,,
7159_2022,67,74,-7,0.114,22.71113333,,65,,142,137,0,0,79,,,,,,,,,,,,,,,,,,,,,,,,
7436_2022,72,79,-7,0.127,27.4995,,65,70,155,147,0,0,75,,,,,,,,,,,,,,,,,,,,,,,,
7095_2022,67,69,-2,0.135,59.101125,53.2,48,57,133,142,0,0,61,,,,,,,,,,,,,,,,,,,,,,,,
7371_2022,67,70,-3,0.13,70.05675,53.9,50,47,145,144,0,0,69,,,,,,,,,,,,,,,,,,,,,,,,
7215_2022,75,77,-2,0.075,36.70708333,,87,97,182,175,0,2,84,,,,,,,,,,,,,,,,,,,,,,,,
7506_2022,74,74,0,0.089,55.7532,64.2,90,92,175,164,0,0,64,,,,,,,,,,,,,,,,,,,,,,,,
7047_2022,74,77,-3,0.105,60.4125,57.1,108,107,208,195,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,
7382_2022,76,80,-4,0.108,31.3761,53.3,105,98,195,185,1,0,83,,,,,,,,,,,,,,,,,,,,,,,,
7258_2022,64,65,-1,0.134,47.186175,44.5,72,71,142,143,0,0,83,,,,,,,,,,,,,,,,,,,,,,,,
7411_2022,63,66,-3,0.213,48.577575,44.8,68,64,143,146,0,0,75,,,,,,,,,,,,,,,,,,,,,,,,
7240_2022,60,61,-1,0.13,52.287,55.6,53,50,128,136,0,0,78,,,,,,,,,,,,,,,,,,,,,,,,
7446_2022,62,63,-1,0.155,42.3450625,52.9,42,46,104,121,0,0,74,,,,,,,,,,,,,,,,,,,,,,,,
7048_2022,66,69,-3,0.098,58.5398,59.6,80,46,150,143,3,0,77,,,,,,,,,,,,,,,,,,,,,,,,
7358_2022,65,69,-4,0.114,44.9645,,60,66,135,140,1,0,73,,,,,,,,,,,,,,,,,,,,,,,,
7173_2022,60,63,-3,0.159,64.8095625,55.6,60,52,137,124,0,0,82,,,,,,,,,,,,,,,,,,,,,,,,
7465_2022,61,65,-4,0.126,36.3584,50.5,35,56,100,108,0,0,79,,,,,,,,,,,,,,,,,,,,,,,,
7126_2022,65,67,-2,0.135,65.6426875,57.1,66,60,170,160,0,0,82,,,,,,,,,,,,,,,,,,,,,,,,
7461_2022,65,69,-4,0.124,32.37915,54.9,65,57,147,139,0,3,82,,,,,,,,,,,,,,,,,,,,,,,,
7251_2022,65,69,-4,0.078,57.590425,56.8,61,64,173,151,0,0,71,,,,,,,,,,,,,,,,,,,,,,,,
7522_2022,69,74,-5,0.145,50.338125,56,58,63,139,140,0,0,71,,,,,,,,,,,,,,,,,,,,,,,,
7117_2022,71,72,-1,0.069,90.6677625,61,56,55,145,156,0,0,71,,,,,,,,,,,,,,,,,,,,,,,,
7558_2022,74,74,0,0.076,61.45755,61.4,41,37,131,134,0,0,55,,,,,,,,,,,,,,,,,,,,,,,,
7010_2022,64,65,-1,0.116,54.35495,59.4,39,48,103,119,0,0,84,,,,,,,,,,,,,,,,,,,,,,,,
7301_2022,63,63,0,0.132,47.59895,58.2,51,58,119,126,0,0,87,,,,,,,,,,,,,,,,,,,,,,,,
7118_2022,70,72,-2,0.068,58.483,59.3,75,67,172,165,0,0,83,,,,,,,,,,,,,,,,,,,,,,,,
7535_2022,73,74,-1,0.143,32.0518,,66,66,146,143,0,0,67,,,,,,,,,,,,,,,,,,,,,,,,
7263_2022,66,66,0,0.166,56.910075,56.8,40,40,124,122,0,0,77,,,,,,,,,,,,,,,,,,,,,,,,
7454_2022,65,65,0,0.134,49.026425,58,36,44,116,122,0,0,75,,,,,,,,,,,,,,,,,,,,,,,,
7218_2022,62,64,-2,0.15,64.950625,54.1,62,66,143,137,0,0,49,,,,,,,,,,,,,,,,,,,,,,,,
7499_2022,63,64,-1,0.164,56.6599,53.4,50,49,116,113,0,0,55,,,,,,,,,,,,,,,,,,,,,,,,
7085_2022,64,67,-3,0.138,52.08635,58.8,61,60,149,163,0,0,83,,,,,,,,,,,,,,,,,,,,,,,,
7353_2022,64,69,-5,0.101,46.10585714,,58,56,159,153,0,1,84,,,,,,,,,,,,,,,,,,,,,,,,
7155_2022,58,61,-3,0.145,62.0836875,75.4,60,65,156,147,1,0,68,,,,,,,,,,,,,,,,,,,,,,,,
7513_2022,59,62,-3,0.156,47.2218,53.1,52,43,138,132,0,0,73,,,,,,,,,,,,,,,,,,,,,,,,
7139_2022,62,65,-3,0.167,52.957975,55.2,46,50,131,125,0,2,84,,,,,,,,,,,,,,,,,,,,,,,,
7527_2022,64,67,-3,0.132,46.066,55.4,49,54,130,120,0,0,43,,,,,,,,,,,,,,,,,,,,,,,,
7026_2022,74,76,-2,0.11,50.23414286,56.5,82,72,202,198,0,0,77,,,,,,,,,,,,,,,,,,,,,,,,
7345_2022,76,78,-2,0.085,43.03114286,,70,77,192,179,0,0,76,,,,,,,,,,,,,,,,,,,,,,,,
7035_2022,69,72,-3,0.24,56.05,53.5,91,82,161,162,0,0,81,,,,,,,,,,,,,,,,,,,,,,,,
7383_2022,69,74,-5,0.159,35.9001875,,91,92,174,176,0,0,81,,,,,,,,,,,,,,,,,,,,,,,,
7235_2022,57,59,-2,0.143,66.8138625,54,53,39,137,128,0,0,80,,,,,,,,,,,,,,,,,,,,,,,,
7443_2022,60,65,-5,0.145,46.2448125,52.9,41,31,122,110,0,0,74,,,,,,,,,,,,,,,,,,,,,,,,
7203_2022,62,65,-3,0.155,65.43921429,58.6,52,39,164,156,0,0,84,,,,,,,,,,,,,,,,,,,,,,,,
7417_2022,62,65,-3,0.176,50.12666667,55.7,38,45,130,141,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,
7180_2022,67,69,-2,0.08,65.964,59.7,77,89,167,173,0,0,74,,,,,,,,,,,,,,,,,,,,,,,,
7447_2022,72,74,-2,0.092,9.307,,60,64,139,152,0,0,68,,,,,,,,,,,,,,,,,,,,,,,,
7079_2022,67,69,-2,0.149,77.0261375,56.5,72,66,166,162,0,0,82,,,,,,,,,,,,,,,,,,,,,,,,
7324_2022,64,70,-6,0.184,38.3316,51.1,58,46,134,132,0,0,83,,,,,,,,,,,,,,,,,,,,,,,,
7009_2022,65,67,-2,0.141,51.2930375,59.8,51,70,140,143,0,0,83,,,,,,,,,,,,,,,,,,,,,,,,
7373_2022,61,64,-3,0.08,61.3985,61.7,52,54,135,142,0,2,80,,,,,,,,,,,,,,,,,,,,,,,,
7271_2022,74,78,-4,0.096,44.3073,56.2,65,53,181,169,0,0,78,,,,,,,,,,,,,,,,,,,,,,,,
7410_2022,76,81,-5,0.122,32.079925,54.2,58,69,161,161,0,0,84,,,,,,,,,,,,,,,,,,,,,,,,
7024_2022,61,62,-1,0.114,40.6231,61.9,56,50,108,105,0,12,84,,,,,,,,,,,,,,,,,,,,,,,,
7325_2022,57,61,-4,0.134,41.02675,60.4,51,49,126,121,0,0,84,,,,,,,,,,,,,,,,,,,,,,,,
7108_2022,64,67,-3,0.121,60.5740875,56.5,64,58,153,156,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,
7404_2022,64,69,-5,0.166,50.60295,53.8,50,42,126,120,0,0,84,,,,,,,,,,,,,,,,,,,,,,,,
7186_2022,76,76,0,0.081,58.2990625,56.2,86,80,181,175,0,0,86,,,,,,,,,,,,,,,,,,,,,,,,
7469_2022,79,81,-2,0.086,34.743425,,63,62,142,136,0,0,86,,,,,,,,,,,,,,,,,,,,,,,,
7182_2022,72,76,-4,0.074,64.252825,52.5,85,80,175,180,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,
7425_2022,76,80,-4,0.061,35.7876375,,71,65,160,156,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,
7063_2022,61,63,-2,0.129,55.4718125,55.4,63,35,106,123,0,0,76,,,,,,,,,,,,,,,,,,,,,,,,
7386_2022,61,64,-3,0.182,47.822325,51.4,39,55,114,108,0,0,80,,,,,,,,,,,,,,,,,,,,,,,,
7244_2022,66,69,-3,0.16,55.464,58.3,70,74,150,153,0,0,82,,,,,,,,,,,,,,,,,,,,,,,,
7521_2022,69,71,-2,0.106,51.594975,60.8,72,66,147,129,0,0,62,,,,,,,,,,,,,,,,,,,,,,,,
7221_2022,67,70,-3,0.117,62.5495125,52.2,80,89,165,163,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,
7571_2022,69,71,-2,0.156,54.5435,52.8,62,65,132,130,0,0,58,,,,,,,,,,,,,,,,,,,,,,,,
7039_2022,77,79,-2,0.124,55.58845714,53.6,78,70,192,191,0,0,75,,,,,,,,,,,,,,,,,,,,,,,,
7360_2022,77,84,-7,0.104,24.0256,,74,61,168,166,0,1,72,,,,,,,,,,,,,,,,,,,,,,,,
7269_2022,65,66,-1,0.146,73.604125,58,51,53,121,130,0,0,84,,,,,,,,,,,,,,,,,,,,,,,,
7433_2022,65,69,-4,0.114,42.561225,59.1,39,45,108,112,0,0,84,,,,,,,,,,,,,,,,,,,,,,,,
7060_2022,77,81,-4,0.14,60.53171429,53.8,65,66,155,155,0,0,42,,,,,,,,,,,,,,,,,,,,,,,,
7367_2022,79,84,-5,0.14,40.30942857,,70,84,164,180,0,0,57,,,,,,,,,,,,,,,,,,,,,,,,
7170_2022,65,65,0,0.083,67.468275,58.9,57,67,153,150,0,0,83,,,,,,,,,,,,,,,,,,,,,,,,
7408_2022,65,67,-2,0.146,53.09033333,57.1,63,62,142,142,0,0,83,,,,,,,,,,,,,,,,,,,,,,,,
7022_2022,56,61,-5,0.123,52.0938,56.6,50,39,116,112,0,0,79,,,,,,,,,,,,,,,,,,,,,,,,
7314_2022,55,58,-3,0.127,47.4148125,56.8,49,41,127,119,0,0,81,,,,,,,,,,,,,,,,,,,,,,,,
7131_2022,65,69,-4,0.226,68.005575,47.8,61,62,147,144,0,0,83,,,,,,,,,,,,,,,,,,,,,,,,
7438_2022,69,72,-3,0.174,39.62735,46.1,48,63,129,133,0,0,79,,,,,,,,,,,,,,,,,,,,,,,,
7106_2022,73,76,-3,0.107,45.3309125,56.2,77,90,180,201,0,0,71,,,,,,,,,,,,,,,,,,,,,,,,
7350_2022,75,77,-2,0.114,33.701225,,42,67,157,159,0,0,86,,,,,,,,,,,,,,,,,,,,,,,,
7239_2022,69,69,0,0.197,54.40325,48.1,53,67,145,156,0,0,59,,,,,,,,,,,,,,,,,,,,,,,,
7448_2022,71,73,-2,0.174,39.9784,50.9,60,50,152,142,0,0,53,,,,,,,,,,,,,,,,,,,,,,,,
7129_2022,71,76,-5,0.198,59.28785,49.2,63,60,145,153,0,0,79,,,,,,,,,,,,,,,,,,,,,,,,
